technology,capacity_type,location,year,none,
biomass_boiler,power,EL,0,3.320676167,3.32E+06
biomass_boiler,power,EL,1,3.32067617,3.32E+06
biomass_boiler,power,EL,2,3.320676173,3.32E+06
biomass_boiler,power,EL,3,3.320676178,3.32E+06
biomass_boiler,power,EL,4,2.606512802,2.61E+06
biomass_boiler,power,EL,5,0.268611362,2.69E+05
biomass_boiler,power,EL,6,0.26861137,2.69E+05
biomass_boiler,power,EL,7,0.268611381,2.69E+05
biomass_boiler,power,EL,8,6.08E-08,6.08E-02
biomass_boiler,power,EL,9,7.93E-08,7.93E-02
biomass_boiler,power,EL,10,9.78E-08,9.78E-02
biomass_boiler,power,EL,11,1.20E-07,1.20E-01
biomass_boiler,power,EL,12,1.52E-07,1.52E-01
biomass_boiler,power,EL,13,2.04E-07,2.04E-01
biomass_boiler,power,EL,14,3.90E-07,3.90E-01
biomass_boiler,power,ES,0,4.149006674,4.15E+06
biomass_boiler,power,ES,1,3.855310273,3.86E+06
biomass_boiler,power,ES,2,3.257026333,3.26E+06
biomass_boiler,power,ES,3,1.782953134,1.78E+06
biomass_boiler,power,ES,4,1.145296485,1.15E+06
biomass_boiler,power,ES,5,0.560040888,5.60E+05
biomass_boiler,power,ES,6,0.244591329,2.45E+05
biomass_boiler,power,ES,7,0.24459134,2.45E+05
biomass_boiler,power,ES,8,0.03262162,3.26E+04
biomass_boiler,power,ES,9,8.45E-08,8.45E-02
biomass_boiler,power,ES,10,1.08E-07,1.08E-01
biomass_boiler,power,ES,11,1.35E-07,1.35E-01
biomass_boiler,power,ES,12,1.70E-07,1.70E-01
biomass_boiler,power,ES,13,2.27E-07,2.27E-01
biomass_boiler,power,ES,14,4.11E-07,4.11E-01
biomass_boiler,power,FI,0,2.816487387,2.82E+06
biomass_boiler,power,FI,1,2.264185692,2.26E+06
biomass_boiler,power,FI,2,1.882425893,1.88E+06
biomass_boiler,power,FI,3,1.220726682,1.22E+06
biomass_boiler,power,FI,4,0.916090231,9.16E+05
biomass_boiler,power,FI,5,0.601386991,6.01E+05
biomass_boiler,power,FI,6,0.575428519,5.75E+05
biomass_boiler,power,FI,7,0.37609617,3.76E+05
biomass_boiler,power,FI,8,0.275196989,2.75E+05
biomass_boiler,power,FI,9,0.090475682,9.05E+04
biomass_boiler,power,FI,10,0.09047569,9.05E+04
biomass_boiler,power,FI,11,0.090475702,9.05E+04
biomass_boiler,power,FI,12,0.09047572,9.05E+04
biomass_boiler,power,FI,13,0.090475753,9.05E+04
biomass_boiler,power,FI,14,0.090475863,9.05E+04
biomass_boiler,power,FR,0,16.55564398,1.66E+07
biomass_boiler,power,FR,1,14.68388212,1.47E+07
biomass_boiler,power,FR,2,11.8234214,1.18E+07
biomass_boiler,power,FR,3,9.861687864,9.86E+06
biomass_boiler,power,FR,4,4.86654939,4.87E+06
biomass_boiler,power,FR,5,2.140123296,2.14E+06
biomass_boiler,power,FR,6,1.702234707,1.70E+06
biomass_boiler,power,FR,7,0.69199541,6.92E+05
biomass_boiler,power,FR,8,1.19E-07,1.19E-01
biomass_boiler,power,FR,9,1.57E-07,1.57E-01
biomass_boiler,power,FR,10,1.93E-07,1.93E-01
biomass_boiler,power,FR,11,2.34E-07,2.34E-01
biomass_boiler,power,FR,12,2.85E-07,2.85E-01
biomass_boiler,power,FR,13,3.64E-07,3.64E-01
biomass_boiler,power,FR,14,5.82E-07,5.82E-01
biomass_boiler,power,HR,0,3.165105059,3.17E+06
biomass_boiler,power,HR,1,2.905301259,2.91E+06
biomass_boiler,power,HR,2,2.641824257,2.64E+06
biomass_boiler,power,HR,3,2.377550149,2.38E+06
biomass_boiler,power,HR,4,0.656933478,6.57E+05
biomass_boiler,power,HR,5,0.333952286,3.34E+05
biomass_boiler,power,HR,6,0.157778353,1.58E+05
biomass_boiler,power,HR,7,0.092590338,9.26E+04
biomass_boiler,power,HR,8,0.092590352,9.26E+04
biomass_boiler,power,HR,9,7.47E-08,7.47E-02
biomass_boiler,power,HR,10,9.61E-08,9.61E-02
biomass_boiler,power,HR,11,1.20E-07,1.20E-01
biomass_boiler,power,HR,12,1.52E-07,1.52E-01
biomass_boiler,power,HR,13,2.06E-07,2.06E-01
biomass_boiler,power,HR,14,3.98E-07,3.98E-01
biomass_boiler,power,HU,0,4.300547307,4.30E+06
biomass_boiler,power,HU,1,4.300547312,4.30E+06
biomass_boiler,power,HU,2,3.608741183,3.61E+06
biomass_boiler,power,HU,3,2.334826106,2.33E+06
biomass_boiler,power,HU,4,1.245368628,1.25E+06
biomass_boiler,power,HU,5,5.41E-08,5.41E-02
biomass_boiler,power,HU,6,7.99E-08,7.99E-02
biomass_boiler,power,HU,7,1.12E-07,1.12E-01
biomass_boiler,power,HU,8,1.41E-07,1.41E-01
biomass_boiler,power,HU,9,1.71E-07,1.71E-01
biomass_boiler,power,HU,10,2.00E-07,2.00E-01
biomass_boiler,power,HU,11,2.33E-07,2.33E-01
biomass_boiler,power,HU,12,2.76E-07,2.76E-01
biomass_boiler,power,HU,13,3.44E-07,3.44E-01
biomass_boiler,power,HU,14,5.99E-07,5.99E-01
biomass_boiler,power,IE,0,0.119218134,1.19E+05
biomass_boiler,power,IE,1,0.119218138,1.19E+05
biomass_boiler,power,IE,2,0.119218144,1.19E+05
biomass_boiler,power,IE,3,0.096605906,9.66E+04
biomass_boiler,power,IE,4,0.085701992,8.57E+04
biomass_boiler,power,IE,5,0.038756658,3.88E+04
biomass_boiler,power,IE,6,0.020022989,2.00E+04
biomass_boiler,power,IE,7,1.24E-07,1.24E-01
biomass_boiler,power,IE,8,1.62E-07,1.62E-01
biomass_boiler,power,IE,9,1.98E-07,1.98E-01
biomass_boiler,power,IE,10,2.31E-07,2.31E-01
biomass_boiler,power,IE,11,2.70E-07,2.70E-01
biomass_boiler,power,IE,12,3.19E-07,3.19E-01
biomass_boiler,power,IE,13,3.97E-07,3.97E-01
biomass_boiler,power,IE,14,5.87E-07,5.87E-01
biomass_boiler,power,IT,0,20.9592529,2.10E+07
biomass_boiler,power,IT,1,19.68662511,1.97E+07
biomass_boiler,power,IT,2,10.368464,1.04E+07
biomass_boiler,power,IT,3,7.883206771,7.88E+06
biomass_boiler,power,IT,4,7.883206776,7.88E+06
biomass_boiler,power,IT,5,1.8408475,1.84E+06
biomass_boiler,power,IT,6,1.187671597,1.19E+06
biomass_boiler,power,IT,7,0.673263338,6.73E+05
biomass_boiler,power,IT,8,0.010478408,1.05E+04
biomass_boiler,power,IT,9,7.42E-08,7.42E-02
biomass_boiler,power,IT,10,9.49E-08,9.49E-02
biomass_boiler,power,IT,11,1.20E-07,1.20E-01
biomass_boiler,power,IT,12,1.53E-07,1.53E-01
biomass_boiler,power,IT,13,2.06E-07,2.06E-01
biomass_boiler,power,IT,14,3.93E-07,3.93E-01
biomass_boiler,power,LT,0,1.687230692,1.69E+06
biomass_boiler,power,LT,1,1.680990887,1.68E+06
biomass_boiler,power,LT,2,1.68099089,1.68E+06
biomass_boiler,power,LT,3,1.571724731,1.57E+06
biomass_boiler,power,LT,4,1.513022599,1.51E+06
biomass_boiler,power,LT,5,1.134041007,1.13E+06
biomass_boiler,power,LT,6,0.978275454,9.78E+05
biomass_boiler,power,LT,7,0.702171827,7.02E+05
biomass_boiler,power,LT,8,0.26557142,2.66E+05
biomass_boiler,power,LT,9,7.21E-08,7.21E-02
biomass_boiler,power,LT,10,9.24E-08,9.24E-02
biomass_boiler,power,LT,11,1.17E-07,1.17E-01
biomass_boiler,power,LT,12,1.49E-07,1.49E-01
biomass_boiler,power,LT,13,2.03E-07,2.03E-01
biomass_boiler,power,LT,14,3.92E-07,3.92E-01
biomass_boiler,power,LU,0,0.047612053,4.76E+04
biomass_boiler,power,LU,1,0.047612057,4.76E+04
biomass_boiler,power,LU,2,0.047612061,4.76E+04
biomass_boiler,power,LU,3,0.042522991,4.25E+04
biomass_boiler,power,LU,4,0.042522998,4.25E+04
biomass_boiler,power,LU,5,0.031920691,3.19E+04
biomass_boiler,power,LU,6,0.017335382,1.73E+04
biomass_boiler,power,LU,7,0.007926001,7.93E+03
biomass_boiler,power,LU,8,1.46E-07,1.46E-01
biomass_boiler,power,LU,9,1.94E-07,1.94E-01
biomass_boiler,power,LU,10,2.38E-07,2.38E-01
biomass_boiler,power,LU,11,2.88E-07,2.88E-01
biomass_boiler,power,LU,12,3.48E-07,3.48E-01
biomass_boiler,power,LU,13,4.39E-07,4.39E-01
biomass_boiler,power,LU,14,6.58E-07,6.58E-01
biomass_boiler,power,LV,0,1.471897277,1.47E+06
biomass_boiler,power,LV,1,1.419527611,1.42E+06
biomass_boiler,power,LV,2,1.408216486,1.41E+06
biomass_boiler,power,LV,3,1.256238433,1.26E+06
biomass_boiler,power,LV,4,1.123908737,1.12E+06
biomass_boiler,power,LV,5,0.79259673,7.93E+05
biomass_boiler,power,LV,6,0.460226003,4.60E+05
biomass_boiler,power,LV,7,0.289941105,2.90E+05
biomass_boiler,power,LV,8,0.049485143,4.95E+04
biomass_boiler,power,LV,9,7.18E-08,7.18E-02
biomass_boiler,power,LV,10,9.16E-08,9.16E-02
biomass_boiler,power,LV,11,1.15E-07,1.15E-01
biomass_boiler,power,LV,12,1.48E-07,1.48E-01
biomass_boiler,power,LV,13,2.02E-07,2.02E-01
biomass_boiler,power,LV,14,3.90E-07,3.90E-01
biomass_boiler,power,NL,0,1.929924426,1.93E+06
biomass_boiler,power,NL,1,1.775863161,1.78E+06
biomass_boiler,power,NL,2,1.532695583,1.53E+06
biomass_boiler,power,NL,3,1.45959291,1.46E+06
biomass_boiler,power,NL,4,1.166044409,1.17E+06
biomass_boiler,power,NL,5,1.121072779,1.12E+06
biomass_boiler,power,NL,6,0.710416233,7.10E+05
biomass_boiler,power,NL,7,0.42617459,4.26E+05
biomass_boiler,power,NL,8,0.195160818,1.95E+05
biomass_boiler,power,NL,9,0.02623398,2.62E+04
biomass_boiler,power,NL,10,0.026233988,2.62E+04
biomass_boiler,power,NL,11,0.026234,2.62E+04
biomass_boiler,power,NL,12,0.026234018,2.62E+04
biomass_boiler,power,NL,13,0.02623405,2.62E+04
biomass_boiler,power,NL,14,0.026234162,2.62E+04
biomass_boiler,power,NO,0,1.250001778,1.25E+06
biomass_boiler,power,NO,1,1.145809303,1.15E+06
biomass_boiler,power,NO,2,1.145809306,1.15E+06
biomass_boiler,power,NO,3,1.072167719,1.07E+06
biomass_boiler,power,NO,4,0.931385707,9.31E+05
biomass_boiler,power,NO,5,0.804835301,8.05E+05
biomass_boiler,power,NO,6,0.636009405,6.36E+05
biomass_boiler,power,NO,7,0.444725461,4.45E+05
biomass_boiler,power,NO,8,0.33917234,3.39E+05
biomass_boiler,power,NO,9,0.202933212,2.03E+05
biomass_boiler,power,NO,10,0.20293322,2.03E+05
biomass_boiler,power,NO,11,0.202933232,2.03E+05
biomass_boiler,power,NO,12,0.20293325,2.03E+05
biomass_boiler,power,NO,13,0.202933283,2.03E+05
biomass_boiler,power,NO,14,0.202933394,2.03E+05
biomass_boiler,power,PL,0,15.46086708,1.55E+07
biomass_boiler,power,PL,1,15.46086708,1.55E+07
biomass_boiler,power,PL,2,15.01466251,1.50E+07
biomass_boiler,power,PL,3,14.99352315,1.50E+07
biomass_boiler,power,PL,4,13.82611173,1.38E+07
biomass_boiler,power,PL,5,9.860498657,9.86E+06
biomass_boiler,power,PL,6,9.346118276,9.35E+06
biomass_boiler,power,PL,7,9.167138704,9.17E+06
biomass_boiler,power,PL,8,0.960526924,9.61E+05
biomass_boiler,power,PL,9,7.88E-08,7.88E-02
biomass_boiler,power,PL,10,1.02E-07,1.02E-01
biomass_boiler,power,PL,11,1.27E-07,1.27E-01
biomass_boiler,power,PL,12,1.63E-07,1.63E-01
biomass_boiler,power,PL,13,2.19E-07,2.19E-01
biomass_boiler,power,PL,14,4.18E-07,4.18E-01
biomass_boiler,power,PT,0,0.657015617,6.57E+05
biomass_boiler,power,PT,1,0.616700991,6.17E+05
biomass_boiler,power,PT,2,0.431200112,4.31E+05
biomass_boiler,power,PT,3,0.29524466,2.95E+05
biomass_boiler,power,PT,4,0.181676381,1.82E+05
biomass_boiler,power,PT,5,0.059430223,5.94E+04
biomass_boiler,power,PT,6,0.059430231,5.94E+04
biomass_boiler,power,PT,7,0.016291468,1.63E+04
biomass_boiler,power,PT,8,0.009466657,9.47E+03
biomass_boiler,power,PT,9,8.79E-08,8.79E-02
biomass_boiler,power,PT,10,1.12E-07,1.12E-01
biomass_boiler,power,PT,11,1.39E-07,1.39E-01
biomass_boiler,power,PT,12,1.75E-07,1.75E-01
biomass_boiler,power,PT,13,2.33E-07,2.33E-01
biomass_boiler,power,PT,14,4.34E-07,4.34E-01
biomass_boiler,power,RO,0,4.041978209,4.04E+06
biomass_boiler,power,RO,1,3.589490774,3.59E+06
biomass_boiler,power,RO,2,3.132539458,3.13E+06
biomass_boiler,power,RO,3,2.211260741,2.21E+06
biomass_boiler,power,RO,4,2.083791845,2.08E+06
biomass_boiler,power,RO,5,2.004644668,2.00E+06
biomass_boiler,power,RO,6,1.801883204,1.80E+06
biomass_boiler,power,RO,7,0.574944355,5.75E+05
biomass_boiler,power,RO,8,0.311147983,3.11E+05
biomass_boiler,power,RO,9,0.311148005,3.11E+05
biomass_boiler,power,RO,10,0.311148028,3.11E+05
biomass_boiler,power,RO,11,0.311148053,3.11E+05
biomass_boiler,power,RO,12,0.311148098,3.11E+05
biomass_boiler,power,RO,13,0.311148182,3.11E+05
biomass_boiler,power,RO,14,0.31114849,3.11E+05
biomass_boiler,power,SE,0,1.975819873,1.98E+06
biomass_boiler,power,SE,1,1.823345826,1.82E+06
biomass_boiler,power,SE,2,1.765519529,1.77E+06
biomass_boiler,power,SE,3,1.569488478,1.57E+06
biomass_boiler,power,SE,4,0.623946102,6.24E+05
biomass_boiler,power,SE,5,0.623946108,6.24E+05
biomass_boiler,power,SE,6,0.614414519,6.14E+05
biomass_boiler,power,SE,7,0.489957149,4.90E+05
biomass_boiler,power,SE,8,0.482972198,4.83E+05
biomass_boiler,power,SE,9,7.30E-08,7.30E-02
biomass_boiler,power,SE,10,9.39E-08,9.39E-02
biomass_boiler,power,SE,11,1.19E-07,1.19E-01
biomass_boiler,power,SE,12,1.52E-07,1.52E-01
biomass_boiler,power,SE,13,2.06E-07,2.06E-01
biomass_boiler,power,SE,14,3.96E-07,3.96E-01
biomass_boiler,power,SI,0,1.282297066,1.28E+06
biomass_boiler,power,SI,1,1.017061396,1.02E+06
biomass_boiler,power,SI,2,0.689850876,6.90E+05
biomass_boiler,power,SI,3,0.689850879,6.90E+05
biomass_boiler,power,SI,4,0.58841298,5.88E+05
biomass_boiler,power,SI,5,0.455574501,4.56E+05
biomass_boiler,power,SI,6,0.432746727,4.33E+05
biomass_boiler,power,SI,7,0.432746737,4.33E+05
biomass_boiler,power,SI,8,0.43274675,4.33E+05
biomass_boiler,power,SI,9,7.63E-08,7.63E-02
biomass_boiler,power,SI,10,9.88E-08,9.88E-02
biomass_boiler,power,SI,11,1.24E-07,1.24E-01
biomass_boiler,power,SI,12,1.59E-07,1.59E-01
biomass_boiler,power,SI,13,2.14E-07,2.14E-01
biomass_boiler,power,SI,14,4.06E-07,4.06E-01
biomass_boiler,power,SK,0,1.391621508,1.39E+06
biomass_boiler,power,SK,1,1.391621511,1.39E+06
biomass_boiler,power,SK,2,1.386304374,1.39E+06
biomass_boiler,power,SK,3,1.367756991,1.37E+06
biomass_boiler,power,SK,4,1.29715822,1.30E+06
biomass_boiler,power,SK,5,1.297158227,1.30E+06
biomass_boiler,power,SK,6,1.205040508,1.21E+06
biomass_boiler,power,SK,7,1.205040525,1.21E+06
biomass_boiler,power,SK,8,0.021181464,2.12E+04
biomass_boiler,power,SK,9,1.42E-07,1.42E-01
biomass_boiler,power,SK,10,1.85E-07,1.85E-01
biomass_boiler,power,SK,11,2.35E-07,2.35E-01
biomass_boiler,power,SK,12,2.93E-07,2.93E-01
biomass_boiler,power,SK,13,3.75E-07,3.75E-01
biomass_boiler,power,SK,14,6.22E-07,6.22E-01
biomass_boiler,power,UK,0,6.536714059,6.54E+06
biomass_boiler,power,UK,1,6.367950432,6.37E+06
biomass_boiler,power,UK,2,6.12053389,6.12E+06
biomass_boiler,power,UK,3,4.45577437,4.46E+06
biomass_boiler,power,UK,4,3.717387389,3.72E+06
biomass_boiler,power,UK,5,2.015813657,2.02E+06
biomass_boiler,power,UK,6,0.98616566,9.86E+05
biomass_boiler,power,UK,7,0.51994251,5.20E+05
biomass_boiler,power,UK,8,0.029534006,2.95E+04
biomass_boiler,power,UK,9,0.029534014,2.95E+04
biomass_boiler,power,UK,10,0.029534022,2.95E+04
biomass_boiler,power,UK,11,0.029534034,2.95E+04
biomass_boiler,power,UK,12,0.029534051,2.95E+04
biomass_boiler,power,UK,13,0.029534084,2.95E+04
biomass_boiler,power,UK,14,0.029534195,2.95E+04
biomass_boiler_DH,power,AT,0,2.865062961,2.87E+06
biomass_boiler_DH,power,AT,1,2.755580932,2.76E+06
biomass_boiler_DH,power,AT,2,2.575737886,2.58E+06
biomass_boiler_DH,power,AT,3,2.479761723,2.48E+06
biomass_boiler_DH,power,AT,4,2.28237673,2.28E+06
biomass_boiler_DH,power,AT,5,1.681737191,1.68E+06
biomass_boiler_DH,power,AT,6,1.226625804,1.23E+06
biomass_boiler_DH,power,AT,7,0.809067806,8.09E+05
biomass_boiler_DH,power,AT,8,0.684690502,6.85E+05
biomass_boiler_DH,power,AT,9,0.645066278,6.45E+05
biomass_boiler_DH,power,AT,10,0.363983639,3.64E+05
biomass_boiler_DH,power,AT,11,0.116984118,1.17E+05
biomass_boiler_DH,power,AT,12,0.116984159,1.17E+05
biomass_boiler_DH,power,AT,13,0.116984385,1.17E+05
biomass_boiler_DH,power,AT,14,0.116984674,1.17E+05
biomass_boiler_DH,power,BE,0,0.023538032,2.35E+04
biomass_boiler_DH,power,BE,1,0.023538035,2.35E+04
biomass_boiler_DH,power,BE,2,0.023538039,2.35E+04
biomass_boiler_DH,power,BE,3,0.023538043,2.35E+04
biomass_boiler_DH,power,BE,4,0.023538048,2.35E+04
biomass_boiler_DH,power,BE,5,0.021802004,2.18E+04
biomass_boiler_DH,power,BE,6,0.021259953,2.13E+04
biomass_boiler_DH,power,BE,7,0.020819677,2.08E+04
biomass_boiler_DH,power,BE,8,0.016412105,1.64E+04
biomass_boiler_DH,power,BE,9,0.014466154,1.45E+04
biomass_boiler_DH,power,BE,10,0.01372775,1.37E+04
biomass_boiler_DH,power,BE,11,1.63E-07,1.63E-01
biomass_boiler_DH,power,BE,12,2.10E-07,2.10E-01
biomass_boiler_DH,power,BE,13,3.38E-07,3.38E-01
biomass_boiler_DH,power,BE,14,5.26E-07,5.26E-01
biomass_boiler_DH,power,BG,0,0.375377857,3.75E+05
biomass_boiler_DH,power,BG,1,0.375377859,3.75E+05
biomass_boiler_DH,power,BG,2,0.375377863,3.75E+05
biomass_boiler_DH,power,BG,3,0.375377866,3.75E+05
biomass_boiler_DH,power,BG,4,0.375377871,3.75E+05
biomass_boiler_DH,power,BG,5,0.375377876,3.75E+05
biomass_boiler_DH,power,BG,6,0.375377883,3.75E+05
biomass_boiler_DH,power,BG,7,0.375377892,3.75E+05
biomass_boiler_DH,power,BG,8,0.375377905,3.75E+05
biomass_boiler_DH,power,BG,9,0.372035182,3.72E+05
biomass_boiler_DH,power,BG,10,0.098680958,9.87E+04
biomass_boiler_DH,power,BG,11,1.41E-07,1.41E-01
biomass_boiler_DH,power,BG,12,1.95E-07,1.95E-01
biomass_boiler_DH,power,BG,13,3.54E-07,3.54E-01
biomass_boiler_DH,power,BG,14,1.42E-06,1.42E+00
biomass_boiler_DH,power,CH,0,3.881912344,3.88E+06
biomass_boiler_DH,power,CH,1,3.73357367,3.73E+06
biomass_boiler_DH,power,CH,2,3.489901906,3.49E+06
biomass_boiler_DH,power,CH,3,3.359862511,3.36E+06
biomass_boiler_DH,power,CH,4,3.092422928,3.09E+06
biomass_boiler_DH,power,CH,5,2.278608335,2.28E+06
biomass_boiler_DH,power,CH,6,1.661971792,1.66E+06
biomass_boiler_DH,power,CH,7,1.096216841,1.10E+06
biomass_boiler_DH,power,CH,8,0.927696355,9.28E+05
biomass_boiler_DH,power,CH,9,0.874008955,8.74E+05
biomass_boiler_DH,power,CH,10,0.4931663,4.93E+05
biomass_boiler_DH,power,CH,11,0.158503318,1.59E+05
biomass_boiler_DH,power,CH,12,0.15850336,1.59E+05
biomass_boiler_DH,power,CH,13,0.1585036,1.59E+05
biomass_boiler_DH,power,CH,14,0.158503893,1.59E+05
biomass_boiler_DH,power,CZ,0,0.513556842,5.14E+05
biomass_boiler_DH,power,CZ,1,0.513556845,5.14E+05
biomass_boiler_DH,power,CZ,2,0.513556848,5.14E+05
biomass_boiler_DH,power,CZ,3,0.443434796,4.43E+05
biomass_boiler_DH,power,CZ,4,0.443434801,4.43E+05
biomass_boiler_DH,power,CZ,5,0.420425042,4.20E+05
biomass_boiler_DH,power,CZ,6,0.40209323,4.02E+05
biomass_boiler_DH,power,CZ,7,0.361553365,3.62E+05
biomass_boiler_DH,power,CZ,8,0.18086749,1.81E+05
biomass_boiler_DH,power,CZ,9,0.156415973,1.56E+05
biomass_boiler_DH,power,CZ,10,0.121127258,1.21E+05
biomass_boiler_DH,power,CZ,11,1.38E-07,1.38E-01
biomass_boiler_DH,power,CZ,12,1.90E-07,1.90E-01
biomass_boiler_DH,power,CZ,13,3.38E-07,3.38E-01
biomass_boiler_DH,power,CZ,14,5.35E-07,5.35E-01
biomass_boiler_DH,power,DE,0,2.380375212,2.38E+06
biomass_boiler_DH,power,DE,1,2.380375214,2.38E+06
biomass_boiler_DH,power,DE,2,2.380375217,2.38E+06
biomass_boiler_DH,power,DE,3,2.006040973,2.01E+06
biomass_boiler_DH,power,DE,4,1.931981483,1.93E+06
biomass_boiler_DH,power,DE,5,1.768633159,1.77E+06
biomass_boiler_DH,power,DE,6,1.401557148,1.40E+06
biomass_boiler_DH,power,DE,7,1.047155427,1.05E+06
biomass_boiler_DH,power,DE,8,0.798547992,7.99E+05
biomass_boiler_DH,power,DE,9,0.519729998,5.20E+05
biomass_boiler_DH,power,DE,10,0.408826605,4.09E+05
biomass_boiler_DH,power,DE,11,1.02E-07,1.02E-01
biomass_boiler_DH,power,DE,12,1.39E-07,1.39E-01
biomass_boiler_DH,power,DE,13,2.01E-07,2.01E-01
biomass_boiler_DH,power,DE,14,4.12E-07,4.12E-01
biomass_boiler_DH,power,DK,0,7.278494212,7.28E+06
biomass_boiler_DH,power,DK,1,7.109966428,7.11E+06
biomass_boiler_DH,power,DK,2,6.872958035,6.87E+06
biomass_boiler_DH,power,DK,3,6.32587893,6.33E+06
biomass_boiler_DH,power,DK,4,6.089199432,6.09E+06
biomass_boiler_DH,power,DK,5,5.741064826,5.74E+06
biomass_boiler_DH,power,DK,6,4.815810921,4.82E+06
biomass_boiler_DH,power,DK,7,3.897282579,3.90E+06
biomass_boiler_DH,power,DK,8,2.967375088,2.97E+06
biomass_boiler_DH,power,DK,9,2.735255007,2.74E+06
biomass_boiler_DH,power,DK,10,1.301692206,1.30E+06
biomass_boiler_DH,power,DK,11,0.069669793,6.97E+04
biomass_boiler_DH,power,DK,12,0.069669814,6.97E+04
biomass_boiler_DH,power,DK,13,0.069669853,6.97E+04
biomass_boiler_DH,power,DK,14,0.069669982,6.97E+04
biomass_boiler_DH,power,EE,0,1.252285859,1.25E+06
biomass_boiler_DH,power,EE,1,1.23494556,1.23E+06
biomass_boiler_DH,power,EE,2,1.182118885,1.18E+06
biomass_boiler_DH,power,EE,3,1.168745289,1.17E+06
biomass_boiler_DH,power,EE,4,1.121092401,1.12E+06
biomass_boiler_DH,power,EE,5,1.113154445,1.11E+06
biomass_boiler_DH,power,EE,6,0.878671411,8.79E+05
biomass_boiler_DH,power,EE,7,0.739982476,7.40E+05
biomass_boiler_DH,power,EE,8,0.642887354,6.43E+05
biomass_boiler_DH,power,EE,9,0.286836979,2.87E+05
biomass_boiler_DH,power,EE,10,0.234812019,2.35E+05
biomass_boiler_DH,power,EE,11,0.013643741,1.36E+04
biomass_boiler_DH,power,EE,12,0.013643762,1.36E+04
biomass_boiler_DH,power,EE,13,0.0136438,1.36E+04
biomass_boiler_DH,power,EE,14,0.013643931,1.36E+04
biomass_boiler_DH,power,EL,0,1.64E-08,1.64E-02
biomass_boiler_DH,power,EL,1,2.41E-08,2.41E-02
biomass_boiler_DH,power,EL,2,3.09E-08,3.09E-02
biomass_boiler_DH,power,EL,3,3.77E-08,3.77E-02
biomass_boiler_DH,power,EL,4,4.50E-08,4.50E-02
biomass_boiler_DH,power,EL,5,5.32E-08,5.32E-02
biomass_boiler_DH,power,EL,6,6.25E-08,6.25E-02
biomass_boiler_DH,power,EL,7,7.32E-08,7.32E-02
biomass_boiler_DH,power,EL,8,8.57E-08,8.57E-02
biomass_boiler_DH,power,EL,9,1.01E-07,1.01E-01
biomass_boiler_DH,power,EL,10,1.19E-07,1.19E-01
biomass_boiler_DH,power,EL,11,1.44E-07,1.44E-01
biomass_boiler_DH,power,EL,12,1.63E-07,1.63E-01
biomass_boiler_DH,power,EL,13,2.15E-07,2.15E-01
biomass_boiler_DH,power,EL,14,4.14E-07,4.14E-01
biomass_boiler_DH,power,ES,0,1.52E-08,1.52E-02
biomass_boiler_DH,power,ES,1,2.30E-08,2.30E-02
biomass_boiler_DH,power,ES,2,3.00E-08,3.00E-02
biomass_boiler_DH,power,ES,3,3.69E-08,3.69E-02
biomass_boiler_DH,power,ES,4,4.42E-08,4.42E-02
biomass_boiler_DH,power,ES,5,5.26E-08,5.26E-02
biomass_boiler_DH,power,ES,6,6.21E-08,6.21E-02
biomass_boiler_DH,power,ES,7,7.31E-08,7.31E-02
biomass_boiler_DH,power,ES,8,8.61E-08,8.61E-02
biomass_boiler_DH,power,ES,9,1.02E-07,1.02E-01
biomass_boiler_DH,power,ES,10,1.21E-07,1.21E-01
biomass_boiler_DH,power,ES,11,1.46E-07,1.46E-01
biomass_boiler_DH,power,ES,12,1.66E-07,1.66E-01
biomass_boiler_DH,power,ES,13,2.19E-07,2.19E-01
biomass_boiler_DH,power,ES,14,4.21E-07,4.21E-01
biomass_boiler_DH,power,FI,0,3.277929726,3.28E+06
biomass_boiler_DH,power,FI,1,2.812263363,2.81E+06
biomass_boiler_DH,power,FI,2,2.578948291,2.58E+06
biomass_boiler_DH,power,FI,3,2.376454948,2.38E+06
biomass_boiler_DH,power,FI,4,2.19390366,2.19E+06
biomass_boiler_DH,power,FI,5,1.922901186,1.92E+06
biomass_boiler_DH,power,FI,6,1.673561728,1.67E+06
biomass_boiler_DH,power,FI,7,1.285342243,1.29E+06
biomass_boiler_DH,power,FI,8,0.87349984,8.73E+05
biomass_boiler_DH,power,FI,9,0.823261611,8.23E+05
biomass_boiler_DH,power,FI,10,0.823261626,8.23E+05
biomass_boiler_DH,power,FI,11,0.382080473,3.82E+05
biomass_boiler_DH,power,FI,12,1.25E-07,1.25E-01
biomass_boiler_DH,power,FI,13,1.86E-07,1.86E-01
biomass_boiler_DH,power,FI,14,3.95E-07,3.95E-01
biomass_boiler_DH,power,FR,0,2.71877155,2.72E+06
biomass_boiler_DH,power,FR,1,2.718771553,2.72E+06
biomass_boiler_DH,power,FR,2,2.718771557,2.72E+06
biomass_boiler_DH,power,FR,3,2.718771561,2.72E+06
biomass_boiler_DH,power,FR,4,2.711496812,2.71E+06
biomass_boiler_DH,power,FR,5,2.349913307,2.35E+06
biomass_boiler_DH,power,FR,6,2.090399873,2.09E+06
biomass_boiler_DH,power,FR,7,1.755966248,1.76E+06
biomass_boiler_DH,power,FR,8,0.951292424,9.51E+05
